subject0_000,frontside_kickturn
subject0_001,pumping
subject0_002,pumping
subject0_003,pumping
subject0_004,backside_kickturn
subject0_005,backside_kickturn
subject0_006,pumping
subject0_007,pumping
subject0_008,frontside_kickturn
subject0_009,frontside_kickturn
subject0_010,backside_kickturn
subject0_011,frontside_kickturn
subject0_012,backside_kickturn
subject0_013,backside_kickturn
subject0_014,backside_kickturn
subject0_015,pumping
subject0_016,pumping
subject0_017,pumping
subject0_018,pumping
subject0_019,pumping
subject0_020,backside_kickturn
subject0_021,backside_kickturn
subject0_022,pumping
subject0_023,pumping
subject0_024,backside_kickturn
subject0_025,backside_kickturn
subject0_026,backside_kickturn
subject0_027,pumping
subject0_028,frontside_kickturn
subject0_029,backside_kickturn
subject0_030,pumping
subject0_031,backside_kickturn
subject0_032,frontside_kickturn
subject0_033,frontside_kickturn
subject0_034,pumping
subject0_035,backside_kickturn
subject0_036,pumping
subject0_037,backside_kickturn
subject0_038,pumping
subject0_039,backside_kickturn
subject0_040,frontside_kickturn
subject0_041,pumping
subject0_042,pumping
subject0_043,pumping
subject0_044,backside_kickturn
subject0_045,backside_kickturn
subject0_046,pumping
subject0_047,backside_kickturn
subject0_048,frontside_kickturn
subject0_049,backside_kickturn
subject0_050,frontside_kickturn
subject0_051,pumping
subject0_052,frontside_kickturn
subject0_053,backside_kickturn
subject0_054,frontside_kickturn
subject0_055,frontside_kickturn
subject0_056,frontside_kickturn
subject0_057,backside_kickturn
subject0_058,pumping
subject0_059,frontside_kickturn
subject0_060,frontside_kickturn
subject0_061,backside_kickturn
subject0_062,frontside_kickturn
subject0_063,frontside_kickturn
subject0_064,backside_kickturn
subject0_065,backside_kickturn
subject0_066,frontside_kickturn
subject0_067,pumping
subject0_068,pumping
subject0_069,frontside_kickturn
subject0_070,pumping
subject0_071,pumping
subject0_072,frontside_kickturn
subject0_073,pumping
subject0_074,pumping
subject0_075,backside_kickturn
subject0_076,frontside_kickturn
subject0_077,pumping
subject0_078,pumping
subject0_079,frontside_kickturn
subject0_080,backside_kickturn
subject0_081,frontside_kickturn
subject0_082,pumping
subject0_083,pumping
subject0_084,pumping
subject0_085,frontside_kickturn
subject0_086,backside_kickturn
subject0_087,pumping
subject0_088,frontside_kickturn
subject0_089,frontside_kickturn
subject0_090,backside_kickturn
subject0_091,backside_kickturn
subject0_092,pumping
subject0_093,pumping
subject0_094,frontside_kickturn
subject0_095,backside_kickturn
subject0_096,pumping
subject0_097,frontside_kickturn
subject0_098,frontside_kickturn
subject0_099,pumping
subject0_100,pumping
subject0_101,pumping
subject0_102,frontside_kickturn
subject0_103,backside_kickturn
subject0_104,pumping
subject0_105,backside_kickturn
subject0_106,frontside_kickturn
subject0_107,pumping
subject0_108,backside_kickturn
subject0_109,pumping
subject0_110,frontside_kickturn
subject0_111,backside_kickturn
subject0_112,pumping
subject0_113,frontside_kickturn
subject0_114,backside_kickturn
subject0_115,pumping
subject0_116,frontside_kickturn
subject0_117,frontside_kickturn
subject0_118,backside_kickturn
subject0_119,pumping
subject1_000,frontside_kickturn
subject1_001,frontside_kickturn
subject1_002,backside_kickturn
subject1_003,frontside_kickturn
subject1_004,pumping
subject1_005,pumping
subject1_006,pumping
subject1_007,backside_kickturn
subject1_008,frontside_kickturn
subject1_009,backside_kickturn
subject1_010,backside_kickturn
subject1_011,pumping
subject1_012,pumping
subject1_013,backside_kickturn
subject1_014,backside_kickturn
subject1_015,frontside_kickturn
subject1_016,pumping
subject1_017,pumping
subject1_018,backside_kickturn
subject1_019,frontside_kickturn
subject1_020,frontside_kickturn
subject1_021,frontside_kickturn
subject1_022,frontside_kickturn
subject1_023,backside_kickturn
subject1_024,pumping
subject1_025,frontside_kickturn
subject1_026,frontside_kickturn
subject1_027,frontside_kickturn
subject1_028,backside_kickturn
subject1_029,pumping
subject1_030,pumping
subject1_031,frontside_kickturn
subject1_032,frontside_kickturn
subject1_033,pumping
subject1_034,backside_kickturn
subject1_035,pumping
subject1_036,backside_kickturn
subject1_037,pumping
subject1_038,frontside_kickturn
subject1_039,frontside_kickturn
subject1_040,backside_kickturn
subject1_041,backside_kickturn
subject1_042,backside_kickturn
subject1_043,pumping
subject1_044,backside_kickturn
subject1_045,frontside_kickturn
subject1_046,backside_kickturn
subject1_047,frontside_kickturn
subject1_048,frontside_kickturn
subject1_049,pumping
subject1_050,frontside_kickturn
subject1_051,frontside_kickturn
subject1_052,frontside_kickturn
subject1_053,backside_kickturn
subject1_054,frontside_kickturn
subject1_055,pumping
subject1_056,pumping
subject1_057,frontside_kickturn
subject1_058,frontside_kickturn
subject1_059,frontside_kickturn
subject1_060,pumping
subject1_061,frontside_kickturn
subject1_062,pumping
subject1_063,frontside_kickturn
subject1_064,pumping
subject1_065,pumping
subject1_066,backside_kickturn
subject1_067,pumping
subject1_068,pumping
subject1_069,frontside_kickturn
subject1_070,frontside_kickturn
subject1_071,backside_kickturn
subject1_072,pumping
subject1_073,backside_kickturn
subject1_074,backside_kickturn
subject1_075,backside_kickturn
subject1_076,backside_kickturn
subject1_077,frontside_kickturn
subject1_078,pumping
subject1_079,frontside_kickturn
subject1_080,frontside_kickturn
subject1_081,pumping
subject1_082,pumping
subject1_083,frontside_kickturn
subject2_000,frontside_kickturn
subject2_001,pumping
subject2_002,frontside_kickturn
subject2_003,backside_kickturn
subject2_004,backside_kickturn
subject2_005,frontside_kickturn
subject2_006,frontside_kickturn
subject2_007,frontside_kickturn
subject2_008,frontside_kickturn
subject2_009,pumping
subject2_010,frontside_kickturn
subject2_011,backside_kickturn
subject2_012,backside_kickturn
subject2_013,frontside_kickturn
subject2_014,backside_kickturn
subject2_015,pumping
subject2_016,frontside_kickturn
subject2_017,frontside_kickturn
subject2_018,frontside_kickturn
subject2_019,frontside_kickturn
subject2_020,pumping
subject2_021,pumping
subject2_022,frontside_kickturn
subject2_023,frontside_kickturn
subject2_024,pumping
subject2_025,backside_kickturn
subject2_026,frontside_kickturn
subject2_027,pumping
subject2_028,frontside_kickturn
subject2_029,pumping
subject2_030,backside_kickturn
subject2_031,frontside_kickturn
subject2_032,backside_kickturn
subject2_033,pumping
subject2_034,backside_kickturn
subject2_035,pumping
subject2_036,pumping
subject2_037,pumping
subject2_038,pumping
subject2_039,backside_kickturn
subject2_040,backside_kickturn
subject2_041,backside_kickturn
subject2_042,frontside_kickturn
subject2_043,pumping
subject2_044,backside_kickturn
subject2_045,backside_kickturn
subject2_046,frontside_kickturn
subject2_047,backside_kickturn
subject2_048,backside_kickturn
subject2_049,backside_kickturn
subject2_050,pumping
subject2_051,backside_kickturn
subject2_052,backside_kickturn
subject2_053,backside_kickturn
subject2_054,frontside_kickturn
subject2_055,backside_kickturn
subject2_056,backside_kickturn
subject2_057,backside_kickturn
subject2_058,pumping
subject2_059,pumping
subject2_060,pumping
subject2_061,pumping
subject2_062,backside_kickturn
subject2_063,pumping
subject2_064,frontside_kickturn
subject2_065,pumping
subject2_066,pumping
subject2_067,backside_kickturn
subject2_068,frontside_kickturn
subject2_069,backside_kickturn
subject2_070,backside_kickturn
subject2_071,frontside_kickturn
subject2_072,backside_kickturn
subject2_073,backside_kickturn
subject2_074,frontside_kickturn
subject2_075,backside_kickturn
subject2_076,frontside_kickturn
subject2_077,backside_kickturn
subject2_078,backside_kickturn
subject2_079,backside_kickturn
subject2_080,frontside_kickturn
subject2_081,pumping
subject2_082,backside_kickturn
subject2_083,backside_kickturn
subject2_084,backside_kickturn
subject2_085,pumping
subject2_086,frontside_kickturn
subject2_087,backside_kickturn
subject2_088,pumping
subject2_089,pumping
subject2_090,backside_kickturn
subject2_091,frontside_kickturn
subject2_092,backside_kickturn
subject2_093,backside_kickturn
subject2_094,frontside_kickturn
subject2_095,backside_kickturn
subject2_096,pumping
subject2_097,backside_kickturn
subject2_098,pumping
subject2_099,pumping
subject2_100,backside_kickturn
subject2_101,backside_kickturn
subject2_102,frontside_kickturn
subject2_103,backside_kickturn
subject2_104,backside_kickturn
subject2_105,frontside_kickturn
subject2_106,pumping
subject2_107,backside_kickturn
subject2_108,pumping
subject2_109,backside_kickturn
subject2_110,pumping
subject2_111,backside_kickturn
subject2_112,backside_kickturn
subject2_113,backside_kickturn
subject2_114,backside_kickturn
subject2_115,frontside_kickturn
subject2_116,pumping
subject2_117,backside_kickturn
subject2_118,pumping
subject2_119,backside_kickturn
subject3_000,backside_kickturn
subject3_001,backside_kickturn
subject3_002,pumping
subject3_003,backside_kickturn
subject3_004,frontside_kickturn
subject3_005,backside_kickturn
subject3_006,backside_kickturn
subject3_007,pumping
subject3_008,backside_kickturn
subject3_009,backside_kickturn
subject3_010,backside_kickturn
subject3_011,backside_kickturn
subject3_012,backside_kickturn
subject3_013,backside_kickturn
subject3_014,backside_kickturn
subject3_015,backside_kickturn
subject3_016,backside_kickturn
subject3_017,backside_kickturn
subject3_018,frontside_kickturn
subject3_019,pumping
subject3_020,pumping
subject3_021,frontside_kickturn
subject3_022,frontside_kickturn
subject3_023,backside_kickturn
subject3_024,backside_kickturn
subject3_025,frontside_kickturn
subject3_026,backside_kickturn
subject3_027,pumping
subject3_028,pumping
subject3_029,frontside_kickturn
subject3_030,frontside_kickturn
subject3_031,backside_kickturn
subject3_032,backside_kickturn
subject3_033,backside_kickturn
subject3_034,frontside_kickturn
subject3_035,pumping
subject3_036,backside_kickturn
subject3_037,pumping
subject3_038,pumping
subject3_039,pumping
subject3_040,backside_kickturn
subject3_041,backside_kickturn
subject3_042,pumping
subject3_043,backside_kickturn
subject3_044,pumping
subject3_045,frontside_kickturn
subject3_046,backside_kickturn
subject3_047,pumping
subject3_048,frontside_kickturn
subject3_049,frontside_kickturn
subject3_050,frontside_kickturn
subject3_051,backside_kickturn
subject3_052,pumping
subject3_053,pumping
subject3_054,backside_kickturn
subject3_055,frontside_kickturn
subject3_056,pumping
subject3_057,frontside_kickturn
subject3_058,pumping
subject3_059,pumping
subject3_060,backside_kickturn
subject3_061,pumping
subject3_062,frontside_kickturn
subject3_063,frontside_kickturn
subject3_064,frontside_kickturn
subject3_065,backside_kickturn
subject3_066,pumping
subject3_067,pumping
subject3_068,pumping
subject3_069,backside_kickturn
subject3_070,pumping
subject3_071,backside_kickturn
subject3_072,frontside_kickturn
subject3_073,backside_kickturn
subject3_074,frontside_kickturn
subject3_075,backside_kickturn
subject3_076,pumping
subject3_077,pumping
subject3_078,backside_kickturn
subject3_079,backside_kickturn
subject3_080,frontside_kickturn
subject3_081,pumping
subject3_082,backside_kickturn
subject3_083,backside_kickturn
subject3_084,pumping
subject3_085,backside_kickturn
subject3_086,backside_kickturn
subject3_087,backside_kickturn
subject3_088,backside_kickturn
subject3_089,frontside_kickturn
subject3_090,pumping
subject3_091,frontside_kickturn
subject3_092,backside_kickturn
subject3_093,backside_kickturn
subject3_094,backside_kickturn
subject3_095,frontside_kickturn
subject3_096,frontside_kickturn
subject3_097,backside_kickturn
subject3_098,frontside_kickturn
subject3_099,pumping
subject3_100,backside_kickturn
subject3_101,backside_kickturn
subject3_102,backside_kickturn
subject3_103,frontside_kickturn
subject3_104,backside_kickturn
subject3_105,frontside_kickturn
subject3_106,backside_kickturn
subject3_107,frontside_kickturn
subject4_000,pumping
subject4_001,frontside_kickturn
subject4_002,backside_kickturn
subject4_003,frontside_kickturn
subject4_004,pumping
subject4_005,pumping
subject4_006,frontside_kickturn
subject4_007,frontside_kickturn
subject4_008,frontside_kickturn
subject4_009,backside_kickturn
subject4_010,frontside_kickturn
subject4_011,pumping
subject4_012,frontside_kickturn
subject4_013,pumping
subject4_014,backside_kickturn
subject4_015,frontside_kickturn
subject4_016,pumping
subject4_017,frontside_kickturn
subject4_018,backside_kickturn
subject4_019,backside_kickturn
subject4_020,backside_kickturn
subject4_021,pumping
subject4_022,pumping
subject4_023,backside_kickturn
subject4_024,backside_kickturn
subject4_025,backside_kickturn
subject4_026,backside_kickturn
subject4_027,backside_kickturn
subject4_028,backside_kickturn
subject4_029,frontside_kickturn
subject4_030,pumping
subject4_031,backside_kickturn
subject4_032,pumping
subject4_033,pumping
subject4_034,pumping
subject4_035,backside_kickturn
subject4_036,frontside_kickturn
subject4_037,frontside_kickturn
subject4_038,frontside_kickturn
subject4_039,frontside_kickturn
subject4_040,backside_kickturn
subject4_041,frontside_kickturn
subject4_042,pumping
subject4_043,backside_kickturn
subject4_044,pumping
subject4_045,frontside_kickturn
subject4_046,backside_kickturn
subject4_047,frontside_kickturn
subject4_048,pumping
subject4_049,frontside_kickturn
subject4_050,pumping
subject4_051,pumping
subject4_052,pumping
subject4_053,pumping
subject4_054,frontside_kickturn
subject4_055,pumping
subject4_056,pumping
subject4_057,frontside_kickturn
subject4_058,pumping
subject4_059,backside_kickturn
subject4_060,pumping
subject4_061,pumping
subject4_062,frontside_kickturn
subject4_063,frontside_kickturn
subject4_064,pumping
subject4_065,frontside_kickturn
subject4_066,pumping
subject4_067,backside_kickturn
subject4_068,pumping
subject4_069,frontside_kickturn
subject4_070,frontside_kickturn
subject4_071,frontside_kickturn
subject4_072,backside_kickturn
subject4_073,backside_kickturn
subject4_074,pumping
subject4_075,backside_kickturn
subject4_076,backside_kickturn
subject4_077,frontside_kickturn
subject4_078,pumping
subject4_079,frontside_kickturn
subject4_080,backside_kickturn
subject4_081,frontside_kickturn
subject4_082,backside_kickturn
subject4_083,backside_kickturn
subject4_084,frontside_kickturn
subject4_085,backside_kickturn
subject4_086,frontside_kickturn
subject4_087,pumping
subject4_088,frontside_kickturn
subject4_089,pumping
subject4_090,frontside_kickturn
subject4_091,frontside_kickturn
subject4_092,backside_kickturn
subject4_093,pumping
subject4_094,frontside_kickturn
subject4_095,pumping
subject4_096,frontside_kickturn
subject4_097,backside_kickturn
subject4_098,frontside_kickturn
subject4_099,backside_kickturn
subject4_100,pumping
subject4_101,backside_kickturn
subject4_102,pumping
subject4_103,frontside_kickturn
subject4_104,backside_kickturn
subject4_105,frontside_kickturn
subject4_106,frontside_kickturn
subject4_107,frontside_kickturn
subject4_108,pumping
subject4_109,backside_kickturn
subject4_110,frontside_kickturn
