subject0_000,pumping
subject0_001,pumping
subject0_002,pumping
subject0_003,pumping
subject0_004,frontside_kickturn
subject0_005,pumping
subject0_006,pumping
subject0_007,frontside_kickturn
subject0_008,frontside_kickturn
subject0_009,backside_kickturn
subject0_010,backside_kickturn
subject0_011,pumping
subject0_012,frontside_kickturn
subject0_013,pumping
subject0_014,pumping
subject0_015,pumping
subject0_016,frontside_kickturn
subject0_017,pumping
subject0_018,pumping
subject0_019,pumping
subject0_020,pumping
subject0_021,backside_kickturn
subject0_022,pumping
subject0_023,frontside_kickturn
subject0_024,pumping
subject0_025,pumping
subject0_026,pumping
subject0_027,backside_kickturn
subject0_028,pumping
subject0_029,pumping
subject0_030,backside_kickturn
subject0_031,pumping
subject0_032,frontside_kickturn
subject0_033,pumping
subject0_034,frontside_kickturn
subject0_035,pumping
subject0_036,frontside_kickturn
subject0_037,pumping
subject0_038,pumping
subject0_039,pumping
subject0_040,pumping
subject0_041,pumping
subject0_042,pumping
subject0_043,frontside_kickturn
subject0_044,pumping
subject0_045,pumping
subject0_046,pumping
subject0_047,frontside_kickturn
subject0_048,pumping
subject0_049,pumping
subject0_050,frontside_kickturn
subject0_051,pumping
subject0_052,frontside_kickturn
subject0_053,backside_kickturn
subject0_054,pumping
subject0_055,frontside_kickturn
subject0_056,pumping
subject0_057,frontside_kickturn
subject0_058,pumping
subject0_059,pumping
subject0_060,frontside_kickturn
subject0_061,backside_kickturn
subject0_062,pumping
subject0_063,pumping
subject0_064,pumping
subject0_065,pumping
subject0_066,pumping
subject0_067,frontside_kickturn
subject0_068,backside_kickturn
subject0_069,pumping
subject0_070,pumping
subject0_071,pumping
subject0_072,frontside_kickturn
subject0_073,backside_kickturn
subject0_074,pumping
subject0_075,backside_kickturn
subject0_076,backside_kickturn
subject0_077,frontside_kickturn
subject0_078,backside_kickturn
subject0_079,backside_kickturn
subject0_080,pumping
subject0_081,backside_kickturn
subject0_082,pumping
subject0_083,pumping
subject0_084,pumping
subject0_085,pumping
subject0_086,pumping
subject0_087,backside_kickturn
subject0_088,pumping
subject0_089,frontside_kickturn
subject0_090,backside_kickturn
subject0_091,pumping
subject0_092,pumping
subject0_093,frontside_kickturn
subject0_094,pumping
subject0_095,pumping
subject0_096,pumping
subject0_097,frontside_kickturn
subject0_098,pumping
subject0_099,frontside_kickturn
subject0_100,frontside_kickturn
subject0_101,backside_kickturn
subject0_102,pumping
subject0_103,backside_kickturn
subject0_104,backside_kickturn
subject0_105,backside_kickturn
subject0_106,backside_kickturn
subject0_107,frontside_kickturn
subject0_108,pumping
subject0_109,pumping
subject0_110,backside_kickturn
subject0_111,backside_kickturn
subject0_112,backside_kickturn
subject0_113,frontside_kickturn
subject0_114,pumping
subject0_115,frontside_kickturn
subject0_116,frontside_kickturn
subject0_117,pumping
subject0_118,frontside_kickturn
subject0_119,backside_kickturn
subject0_120,backside_kickturn
subject0_121,pumping
subject0_122,pumping
subject0_123,pumping
subject0_124,frontside_kickturn
subject0_125,backside_kickturn
subject0_126,frontside_kickturn
subject0_127,pumping
subject0_128,pumping
subject0_129,pumping
subject0_130,backside_kickturn
subject0_131,pumping
subject0_132,backside_kickturn
subject0_133,frontside_kickturn
subject0_134,pumping
subject0_135,backside_kickturn
subject0_136,pumping
subject0_137,pumping
subject0_138,pumping
subject0_139,pumping
subject0_140,pumping
subject0_141,backside_kickturn
subject0_142,frontside_kickturn
subject0_143,pumping
subject0_144,pumping
subject0_145,pumping
subject0_146,pumping
subject0_147,backside_kickturn
subject0_148,backside_kickturn
subject0_149,pumping
subject0_150,frontside_kickturn
subject0_151,frontside_kickturn
subject0_152,pumping
subject0_153,frontside_kickturn
subject0_154,frontside_kickturn
subject0_155,pumping
subject0_156,pumping
subject0_157,frontside_kickturn
subject0_158,frontside_kickturn
subject0_159,backside_kickturn
subject1_000,pumping
subject1_001,backside_kickturn
subject1_002,backside_kickturn
subject1_003,pumping
subject1_004,pumping
subject1_005,frontside_kickturn
subject1_006,pumping
subject1_007,backside_kickturn
subject1_008,backside_kickturn
subject1_009,backside_kickturn
subject1_010,backside_kickturn
subject1_011,pumping
subject1_012,backside_kickturn
subject1_013,frontside_kickturn
subject1_014,frontside_kickturn
