subject0_000,pumping
subject0_001,pumping
subject0_002,pumping
subject0_003,backside_kickturn
subject0_004,pumping
subject0_005,pumping
subject0_006,pumping
subject0_007,backside_kickturn
subject0_008,frontside_kickturn
subject0_009,pumping
subject0_010,backside_kickturn
subject0_011,frontside_kickturn
subject0_012,pumping
subject0_013,pumping
subject0_014,frontside_kickturn
subject0_015,backside_kickturn
subject0_016,pumping
subject0_017,backside_kickturn
subject0_018,backside_kickturn
subject0_019,frontside_kickturn
subject0_020,pumping
subject0_021,pumping
subject0_022,backside_kickturn
subject0_023,pumping
subject0_024,backside_kickturn
subject0_025,backside_kickturn
subject0_026,frontside_kickturn
subject0_027,pumping
subject0_028,backside_kickturn
subject0_029,backside_kickturn
subject0_030,pumping
subject0_031,frontside_kickturn
subject0_032,pumping
subject0_033,backside_kickturn
subject0_034,frontside_kickturn
subject0_035,backside_kickturn
subject0_036,frontside_kickturn
subject0_037,pumping
subject0_038,pumping
subject0_039,frontside_kickturn
subject0_040,pumping
subject0_041,frontside_kickturn
subject0_042,pumping
subject0_043,pumping
subject0_044,frontside_kickturn
subject0_045,frontside_kickturn
subject0_046,pumping
subject0_047,backside_kickturn
subject0_048,pumping
subject0_049,pumping
subject0_050,pumping
subject0_051,backside_kickturn
subject0_052,pumping
subject0_053,frontside_kickturn
subject0_054,pumping
subject0_055,frontside_kickturn
subject0_056,frontside_kickturn
subject0_057,frontside_kickturn
subject0_058,backside_kickturn
subject0_059,pumping
subject0_060,backside_kickturn
subject0_061,backside_kickturn
subject0_062,pumping
subject0_063,backside_kickturn
subject0_064,frontside_kickturn
subject0_065,backside_kickturn
subject0_066,pumping
subject0_067,pumping
subject0_068,pumping
subject0_069,backside_kickturn
subject0_070,frontside_kickturn
subject0_071,backside_kickturn
subject0_072,pumping
subject0_073,pumping
subject0_074,pumping
subject0_075,frontside_kickturn
subject0_076,pumping
subject0_077,pumping
subject0_078,pumping
subject0_079,pumping
subject0_080,backside_kickturn
subject0_081,pumping
subject0_082,frontside_kickturn
subject0_083,backside_kickturn
subject0_084,pumping
subject0_085,pumping
subject0_086,backside_kickturn
subject0_087,pumping
subject0_088,pumping
subject0_089,pumping
subject0_090,pumping
subject0_091,backside_kickturn
subject0_092,frontside_kickturn
subject0_093,pumping
subject0_094,frontside_kickturn
subject0_095,pumping
subject0_096,backside_kickturn
subject0_097,pumping
subject0_098,pumping
subject0_099,pumping
subject0_100,pumping
subject0_101,pumping
subject0_102,pumping
subject0_103,frontside_kickturn
subject0_104,pumping
subject0_105,pumping
subject0_106,pumping
subject0_107,frontside_kickturn
subject0_108,backside_kickturn
subject0_109,pumping
subject0_110,frontside_kickturn
subject0_111,pumping
subject0_112,frontside_kickturn
subject0_113,pumping
subject0_114,pumping
subject0_115,frontside_kickturn
subject0_116,pumping
subject0_117,pumping
subject0_118,pumping
subject0_119,pumping
subject0_120,pumping
subject0_121,pumping
subject0_122,pumping
subject0_123,pumping
subject0_124,pumping
subject0_125,pumping
subject0_126,backside_kickturn
subject0_127,pumping
subject0_128,pumping
subject0_129,pumping
subject0_130,pumping
subject0_131,backside_kickturn
subject0_132,pumping
subject0_133,frontside_kickturn
subject0_134,backside_kickturn
subject0_135,backside_kickturn
subject0_136,pumping
subject0_137,frontside_kickturn
subject0_138,backside_kickturn
subject0_139,pumping
subject0_140,pumping
subject0_141,pumping
subject0_142,pumping
subject0_143,frontside_kickturn
subject0_144,backside_kickturn
subject0_145,pumping
subject0_146,frontside_kickturn
subject0_147,backside_kickturn
subject0_148,frontside_kickturn
subject0_149,pumping
subject0_150,pumping
subject0_151,frontside_kickturn
subject0_152,pumping
subject0_153,frontside_kickturn
subject0_154,pumping
subject0_155,pumping
subject0_156,pumping
subject0_157,pumping
subject0_158,pumping
subject0_159,pumping
subject1_000,pumping
subject1_001,pumping
subject1_002,pumping
subject1_003,pumping
subject1_004,pumping
subject1_005,pumping
subject1_006,pumping
subject1_007,pumping
subject1_008,pumping
subject1_009,backside_kickturn
subject1_010,pumping
subject1_011,pumping
subject1_012,pumping
subject1_013,pumping
subject1_014,backside_kickturn
subject1_015,pumping
subject1_016,pumping
subject1_017,pumping
subject1_018,pumping
subject1_019,backside_kickturn
